region_id,region_type,county,state,metro_area
853,county,Barton County,KS,"Great Bend, KS"
2387,county,Lawrence County,SD,"Spearfish, SD"
631,county,Mason County,WV,"Point Pleasant, WV-OH"
2653,county,Cheboygan County,MI,nan
865,county,Benton County,IA,"Cedar Rapids, IA"
1076,county,Hardee County,FL,"Wauchula, FL"
2327,county,Hardeman County,TN,nan
2481,county,Plymouth County,IA,nan
248,county,Lyon County,MN,"Marshall, MN"
2954,county,Lauderdale County,TN,nan
1725,county,Gladwin County,MI,nan
351,county,Adair County,MO,"Kirksville, MO"
688,county,Posey County,IN,"Evansville, IN-KY"
243,county,Luna County,NM,"Deming, NM"
703,county,Salem City,VA,"Roanoke, VA"
568,county,Iosco County,MI,nan
1531,county,Barbour County,AL,"Eufaula, AL-GA"
1521,county,Audrain County,MO,"Mexico, MO"
3230,county,Staunton City,VA,"Staunton, VA"
3177,county,Pottawatomie County,KS,"Manhattan, KS"
320,county,Todd County,MN,nan
1010,county,Fannin County,GA,nan
2660,county,Churchill County,NV,"Fallon, NV"
2487,county,Prentiss County,MS,"Tupelo, MS"
1297,county,Otsego County,MI,nan
2187,county,Cherokee County,AL,nan
1808,county,Jackson County,OK,"Altus, OK"
623,county,Macon County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
421,county,Butts County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
1966,county,Payette County,ID,"Ontario, OR-ID"
533,county,Grant County,KY,"Cincinnati, OH-KY-IN"
1453,county,Uvalde County,TX,"Uvalde, TX"
3050,county,Washington County,FL,nan
699,county,Routt County,CO,"Steamboat Springs, CO"
2652,county,Chattooga County,GA,"Summerville, GA"
642,county,Milam County,TX,nan
2494,county,Randolph County,MO,"Moberly, MO"
746,county,Texas County,MO,nan
891,county,Bremer County,IA,"Waterloo-Cedar Falls, IA"
1773,county,Hickman County,TN,nan
2205,county,Cleburne County,AR,nan
2550,county,Somerset County,MD,"Salisbury, MD-DE"
816,county,Yates County,NY,"Rochester, NY"
2455,county,Nicholas County,WV,nan
2493,county,Randolph County,IN,nan
97,county,Bell County,KY,"Middlesborough, KY"
700,county,Rowan County,KY,nan
1207,county,Miller County,MO,nan
1169,county,Marion County,MS,nan
1427,county,Teller County,CO,"Colorado Springs, CO"
808,county,White County,IN,nan
2597,county,Waushara County,WI,nan
925,county,Cassia County,ID,"Burley, ID"
1705,county,Fayette County,TX,nan
2606,county,Abbeville County,SC,nan
1868,county,Lincoln County,KY,"Danville, KY"
462,county,Crook County,OR,"Prineville, OR"
2707,county,Goochland County,VA,"Richmond, VA"
708,county,Scott County,IN,"Scottsburg, IN"
1036,county,George County,MS,nan
1389,county,Shelby County,TX,nan
2751,county,Jefferson County,OR,nan
415,county,Burke County,GA,"Augusta-Richmond County, GA-SC"
763,county,Union County,GA,nan
1517,county,Aransas County,TX,"Rockport, TX"
1123,county,Jerome County,ID,"Twin Falls, ID"
981,county,Dawson County,NE,"Lexington, NE"
3162,county,Fairfax City,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1451,county,Upshur County,WV,nan
2936,county,Hood River County,OR,"Hood River, OR"
1363,county,Saline County,IL,nan
878,county,Blaine County,ID,"Hailey, ID"
2357,county,Itawamba County,MS,"Tupelo, MS"
261,county,Ohio County,KY,nan
646,county,Mingo County,WV,nan
2540,county,Seminole County,OK,nan
3062,county,Washington County,MO,nan
267,county,Page County,VA,nan
190,county,Iowa County,WI,"Madison, WI"
2101,county,Winston County,AL,nan
3224,county,Saint Francis County,AR,"Forrest City, AR"
1829,county,Juniata County,PA,nan
3117,county,Plaquemines Parish,LA,"New Orleans-Metairie, LA"
2797,county,Menominee County,MI,"Marinette, WI-MI"
2838,county,Roscommon County,MI,nan
833,county,Antrim County,MI,nan
1700,county,Fayette County,IN,"Connersville, IN"
2308,county,Grainger County,TN,"Morristown, TN"
2121,county,Anderson County,KY,"Frankfort, KY"
939,county,Clarke County,AL,nan
745,county,Teton County,WY,"Jackson, WY-ID"
1365,county,Saline County,MO,"Marshall, MO"
1398,county,Starke County,IN,nan
1193,county,Meeker County,MN,nan
2420,county,McDonald County,MO,nan
2273,county,Franklin County,GA,nan
466,county,Curry County,OR,"Brookings, OR"
2715,county,Hampshire County,WV,"Winchester, VA-WV"
2111,county,Yankton County,SD,"Yankton, SD"
2483,county,Poinsett County,AR,"Jonesboro, AR"
2571,county,Tattnall County,GA,nan
2233,county,Crawford County,MO,nan
370,county,Allen Parish,LA,nan
91,county,Ray County,MO,"Kansas City, MO-KS"
1962,county,Pacific County,WA,nan
2211,county,Columbia County,AR,"Magnolia, AR"
1959,county,Osceola County,MI,nan
3209,county,Hopewell City,VA,"Richmond, VA"
2467,county,Ouachita County,AR,"Camden, AR"
782,county,Vilas County,WI,nan
1823,county,Johnson County,KY,nan
1603,county,Caswell County,NC,nan
2277,county,Franklin County,IN,"Cincinnati, OH-KY-IN"
1693,county,Emanuel County,GA,nan
3010,county,Rockbridge County,VA,nan
1406,county,Sumner County,KS,"Wichita, KS"
1307,county,Panola County,TX,nan
3052,county,Washington County,IA,"Iowa City, IA"
2451,county,New Kent County,VA,"Richmond, VA"
89,county,Lee County,VA,nan
2765,county,Klickitat County,WA,nan
1198,county,Mercer County,KY,nan
100,county,Bibb County,AL,"Birmingham-Hoover, AL"
374,county,Anson County,NC,"Charlotte-Concord-Gastonia, NC-SC"
892,county,Brooke County,WV,"Weirton-Steubenville, WV-OH"
1360,county,Sabine Parish,LA,nan
1960,county,Overton County,TN,"Cookeville, TN"
637,county,Meigs County,OH,nan
1535,county,Beckham County,OK,"Elk City, OK"
1180,county,Martin County,NC,nan
1785,county,Houston County,TX,nan
840,county,Asotin County,WA,"Lewiston, ID-WA"
2781,county,Limestone County,TX,nan
2390,county,Leelanau County,MI,"Traverse City, MI"
534,county,Grant Parish,LA,"Alexandria, LA"
1268,county,Nobles County,MN,"Worthington, MN"
1378,county,Seward County,KS,"Liberal, KS"
3262,county,Waynesboro City,VA,"Staunton, VA"
1914,county,Mahaska County,IA,"Oskaloosa, IA"
398,county,Boone County,WV,"Charleston, WV"
2342,county,Hertford County,NC,nan
2530,county,Saunders County,NE,"Omaha-Council Bluffs, NE-IA"
2489,county,Randolph County,AL,nan
2435,county,Mitchell County,GA,nan
2104,county,Wyandot County,OH,nan
2945,county,Jo Daviess County,IL,nan
3217,county,Prince Edward County,VA,nan
558,county,Henry County,MO,nan
1433,county,Tippah County,MS,nan
1339,county,Putnam County,GA,nan
714,county,Scott County,TN,nan
1633,county,Coahoma County,MS,"Clarksdale, MS"
1857,county,Letcher County,KY,nan
952,county,Colusa County,CA,nan
605,county,Logan County,CO,"Sterling, CO"
1419,county,Taylor County,FL,nan
2423,county,McDuffie County,GA,"Augusta-Richmond County, GA-SC"
163,county,Gage County,NE,"Beatrice, NE"
2562,county,Stutsman County,ND,"Jamestown, ND"
1778,county,Hockley County,TX,"Levelland, TX"
1739,county,Grenada County,MS,"Grenada, MS"
2107,county,Wyoming County,WV,nan
715,county,Scott County,VA,"Kingsport-Bristol, TN-VA"
1947,county,Nodaway County,MO,"Maryville, MO"
438,county,Clark County,AR,"Arkadelphia, AR"
1124,county,Jersey County,IL,"St. Louis, MO-IL"
1699,county,Fayette County,IL,nan
651,county,Moore County,TX,"Dumas, TX"
1377,county,Sevier County,UT,nan
594,county,Leake County,MS,nan
747,county,Texas County,OK,"Guymon, OK"
2376,county,Lampasas County,TX,"Killeen-Temple, TX"
2064,county,Wabasha County,MN,"Rochester, MN"
167,county,Gray County,TX,"Pampa, TX"
2433,county,Minidoka County,ID,"Burley, ID"
1266,county,Newton County,MS,nan
604,county,Logan County,AR,nan
972,county,Dakota County,NE,"Sioux City, IA-NE-SD"
264,county,Owen County,IN,"Bloomington, IN"
768,county,Union Parish,LA,"Monroe, LA"
1907,county,Madison County,NC,"Asheville, NC"
603,county,Llano County,TX,nan
1786,county,Hubbard County,MN,nan
2696,county,Fairfield County,SC,"Columbia, SC"
2263,county,Fillmore County,MN,"Rochester, MN"
1028,county,Gaines County,TX,nan
1383,county,Shelby County,IL,nan
1237,county,Morgan County,TN,"Knoxville, TN"
676,county,Perry County,IL,nan
2884,county,Assumption Parish,LA,"Baton Rouge, LA"
1629,county,Clinton County,MO,"Kansas City, MO-KS"
1813,county,Jackson County,WI,nan
3214,county,Pointe Coupee Parish,LA,"Baton Rouge, LA"
1235,county,Morgan County,MO,nan
1529,county,Bandera County,TX,"San Antonio-New Braunfels, TX"
812,county,Worth County,GA,"Albany, GA"
2564,county,Sullivan County,IN,"Terre Haute, IN"
2941,county,Hutchinson County,TX,"Borger, TX"
2135,county,Barnwell County,SC,nan
483,county,Dodge County,MN,"Rochester, MN"
1591,county,Carroll County,IA,"Carroll, IA"
1278,county,Ogemaw County,MI,nan
3086,county,Buena Vista County,IA,"Storm Lake, IA"
3065,county,Washington County,NE,"Omaha-Council Bluffs, NE-IA"
954,county,Conway County,AR,nan
573,county,Jones County,IA,"Cedar Rapids, IA"
2963,county,Meriwether County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
1885,county,Lincoln County,WV,"Charleston, WV"
2155,county,Buchanan County,VA,nan
3127,county,Saint James Parish,LA,"New Orleans-Metairie, LA"
369,county,Allen County,KY,"Bowling Green, KY"
2153,county,Buchanan County,IA,nan
2605,county,Woodward County,OK,"Woodward, OK"
75,county,Jay County,IN,nan
2209,county,Colorado County,TX,nan
2365,county,Kewaunee County,WI,"Green Bay, WI"
339,county,Yell County,AR,"Russellville, AR"
461,county,Crisp County,GA,"Cordele, GA"
1059,county,Greene County,NC,nan
760,county,Uinta County,WY,"Evanston, WY"
554,county,Henry County,IA,nan
124,county,Clay County,KY,"London, KY"
364,county,Adams County,WI,nan
2096,county,Willacy County,TX,"Raymondville, TX"
1022,county,Fulton County,IN,nan
1064,county,Greene County,VA,"Charlottesville, VA"
1578,county,Calhoun County,TX,"Port Lavaca, TX"
363,county,Adams County,WA,"Othello, WA"
2716,county,Hempstead County,AR,"Hope, AR"
3155,county,Breckinridge County,KY,nan
1593,county,Carroll County,IN,"Lafayette-West Lafayette, IN"
1145,county,Lavaca County,TX,nan
1551,county,Bourbon County,KY,"Lexington-Fayette, KY"
487,county,Dukes County,MA,"Vineyard Haven, MA"
1845,county,Labette County,KS,"Parsons, KS"
916,county,Carbon County,UT,"Price, UT"
1212,county,Monroe County,AL,nan
2503,county,Richland Parish,LA,nan
3082,county,Winneshiek County,IA,nan
482,county,Dodge County,GA,nan
1877,county,Lincoln County,NM,"Ruidoso, NM"
1179,county,Martin County,MN,"Fairmont, MN"
3051,county,Washington County,GA,nan
758,county,Tyler County,TX,nan
2280,county,Franklin Parish,LA,nan
1424,county,Taylor County,WI,nan
2031,county,Spencer County,IN,nan
1654,county,Davison County,SD,"Mitchell, SD"
2442,county,Montague County,TX,nan
352,county,Adair County,OK,nan
1661,county,De Witt County,TX,nan
1458,county,Vernon County,MO,nan
793,county,Wayne County,MS,nan
724,county,Smith County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1288,county,Orange County,IN,nan
790,county,Wayne County,KY,nan
577,county,Jones County,TX,"Abilene, TX"
2307,county,Gonzales County,TX,nan
1672,county,Douglas County,IL,nan
1231,county,Morgan County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
1874,county,Lincoln County,MT,nan
2254,county,Duchesne County,UT,nan
1319,county,Pierce County,GA,"Waycross, GA"
1329,county,Plumas County,CA,nan
1094,county,Holmes County,FL,nan
778,county,Union County,TN,"Knoxville, TN"
3239,county,East Feliciana Parish,LA,"Baton Rouge, LA"
1698,county,Fayette County,IA,nan
1167,county,Marion County,KY,nan
2190,county,Cherokee County,KS,nan
1796,county,Jackson County,IA,nan
618,county,Macon County,AL,nan
2701,county,Freestone County,TX,nan
284,county,Polk County,AR,nan
2377,county,Langlade County,WI,nan
1886,county,Lincoln County,WY,nan
1002,county,Elbert County,GA,nan
1606,county,Chaffee County,CO,nan
290,county,Polk County,NC,nan
1917,county,Marengo County,AL,nan
839,county,Ashley County,AR,nan
868,county,Benton County,MO,nan
200,county,Kent County,MD,nan
2422,county,McDowell County,WV,nan
2028,county,Simpson County,KY,nan
2032,county,Spencer County,KY,"Louisville/Jefferson County, KY-IN"
1970,county,Pickens County,AL,"Tuscaloosa, AL"
1747,county,Hampton County,SC,nan
2837,county,Roosevelt County,NM,"Portales, NM"
177,county,Hart County,KY,nan
898,county,Butler County,AL,nan
2962,county,Los Alamos County,NM,"Los Alamos, NM"
677,county,Perry County,IN,nan
2426,county,McIntosh County,OK,nan
1367,county,Saluda County,SC,"Columbia, SC"
679,county,Perry County,MO,nan
2932,county,Green Lake County,WI,nan
2670,county,Concordia Parish,LA,"Natchez, MS-LA"
1484,county,Waseca County,MN,nan
858,county,Beadle County,SD,"Huron, SD"
2728,county,Humphreys County,TN,nan
3042,county,Tishomingo County,MS,nan
1477,county,Warren County,NC,nan
2471,county,Paulding County,OH,nan
350,county,Adair County,KY,nan
2229,county,Crawford County,IL,nan
1783,county,Houston County,MN,"La Crosse-Onalaska, WI-MN"
188,county,Inyo County,CA,nan
127,county,Clay County,MS,"West Point, MS"
273,county,Pike County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
73,county,Gem County,ID,"Boise City, ID"
2331,county,Harrison County,KY,nan
2918,county,Deaf Smith County,TX,"Hereford, TX"
663,county,Otero County,CO,nan
2829,county,Poweshiek County,IA,nan
3270,county,Sainte Genevieve County,MO,nan
2682,county,Dickinson County,KS,nan
1516,county,Appling County,GA,nan
430,county,Cedar County,IA,nan
2673,county,Covington County,MS,"Hattiesburg, MS"
588,county,Lamar County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
1053,county,Greene County,GA,nan
2490,county,Randolph County,AR,nan
162,county,Frio County,TX,"Pearsall, TX"
2741,county,Jefferson County,KS,"Topeka, KS"
2262,county,Fentress County,TN,nan
1504,county,Yancey County,NC,nan
734,county,Stone County,MS,"Gulfport-Biloxi, MS"
3201,county,Westmoreland County,VA,nan
887,county,Bosque County,TX,nan
1501,county,Wright County,MO,nan
1937,county,Montour County,PA,"Bloomsburg-Berwick, PA"
1543,county,Berrien County,GA,nan
1515,county,Andrews County,TX,"Andrews, TX"
3291,county,Colonial Heights City,VA,"Richmond, VA"
875,county,Bertie County,NC,nan
2150,county,Brantley County,GA,"Brunswick, GA"
381,county,Banks County,GA,nan
277,county,Pike County,MO,nan
1896,county,Madison County,FL,nan
3140,county,Southampton County,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
842,county,Attala County,MS,nan
832,county,Andrew County,MO,"St. Joseph, MO-KS"
873,county,Benzie County,MI,"Traverse City, MI"
2533,county,Schuyler County,NY,nan
3111,county,Northampton County,NC,"Roanoke Rapids, NC"
530,county,Grant County,AR,"Little Rock-North Little Rock-Conway, AR"
1770,county,Haywood County,TN,"Brownsville, TN"
1826,county,Johnson County,TN,nan
2007,county,Russell County,KY,nan
819,county,Young County,TX,nan
2102,county,Winston County,MS,nan
1108,county,Hughes County,SD,"Pierre, SD"
2362,county,Kalkaska County,MI,"Traverse City, MI"
1368,county,Sawyer County,WI,nan
2256,county,Eastland County,TX,nan
2704,county,Gilchrist County,FL,"Gainesville, FL"
1750,county,Hancock County,IL,"Fort Madison-Keokuk, IA-IL-MO"
376,county,Avery County,NC,nan
2158,county,Burleson County,TX,"College Station-Bryan, TX"
1965,county,Patrick County,VA,nan
2522,county,San Juan County,WA,nan
1379,county,Seward County,NE,"Lincoln, NE"
2681,county,Dickinson County,IA,"Spirit Lake, IA"
3170,county,King William County,VA,"Richmond, VA"
150,county,Drew County,AR,nan
2246,county,Delaware County,IA,nan
293,county,Polk County,TN,"Cleveland, TN"
1324,county,Pitkin County,CO,"Glenwood Springs, CO"
955,county,Cooper County,MO,"Columbia, MO"
88,county,Lee County,TX,nan
268,county,Park County,CO,"Denver-Aurora-Lakewood, CO"
2508,county,Richland County,WI,nan
1613,county,Chester County,TN,"Jackson, TN"
2128,county,Arkansas County,AR,nan
765,county,Union County,IL,nan
1095,county,Holmes County,MS,"Jackson, MS"
716,county,Sharp County,AR,"Batesville, AR"
2140,county,Ben Hill County,GA,"Fitzgerald, GA"
2403,county,Mariposa County,CA,nan
138,county,Cook County,GA,nan
1623,county,Clayton County,IA,nan
552,county,Henry County,AL,"Dothan, AL"
2271,county,Franklin County,AR,"Fort Smith, AR-OK"
1239,county,Morgan County,WV,"Hagerstown-Martinsburg, MD-WV"
627,county,Mason County,KY,"Maysville, KY"
2655,county,Chickasaw County,MS,nan
315,county,Tama County,IA,nan
509,county,Falls County,TX,"Waco, TX"
269,county,Park County,MT,nan
2419,county,McCreary County,KY,nan
1719,county,Garrard County,KY,nan
495,county,Edgar County,IL,nan
1371,county,Scurry County,TX,"Snyder, TX"
602,county,Lewis County,WV,nan
1560,county,Bristol City,VA,"Kingsport-Bristol, TN-VA"
2475,county,Phillips County,AR,"Helena-West Helena, AR"
977,county,Dallas County,MO,"Springfield, MO"
464,county,Cross County,AR,nan
1472,county,Warren County,IL,nan
1792,county,Jackson County,AR,nan
2313,county,Gunnison County,CO,nan
1139,county,La Paz County,AZ,nan
2835,county,Robertson County,TX,"College Station-Bryan, TX"
2895,county,Buckingham County,VA,nan
102,county,Bond County,IL,"St. Louis, MO-IL"
523,county,Giles County,VA,"Blacksburg-Christiansburg, VA"
3116,county,Piscataquis County,ME,nan
1160,county,Marion County,AR,nan
87,county,Lee County,SC,nan
1425,county,Taylor County,WV,"Clarksburg, WV"
310,county,Rush County,IN,nan
480,county,Dixie County,FL,nan
684,county,Piatt County,IL,"Champaign-Urbana, IL"
2773,county,Lafayette County,WI,nan
2988,county,New Madrid County,MO,nan
2030,county,Socorro County,NM,nan
189,county,Iowa County,IA,nan
2594,county,Washburn County,WI,nan
2228,county,Crawford County,IA,nan
380,county,Baker County,OR,nan
1895,county,Madison County,AR,"Fayetteville-Springdale-Rogers, AR"
566,county,Idaho County,ID,nan
1331,county,Potter County,PA,nan
777,county,Union County,SD,"Sioux City, IA-NE-SD"
2269,county,Fountain County,IN,nan
1898,county,Madison County,IA,"Des Moines-West Des Moines, IA"
120,county,Clay County,IA,"Spencer, IA"
1119,county,Jasper County,MS,"Laurel, MS"
239,county,Long County,GA,"Hinesville, GA"
2130,county,Atchison County,KS,"Atchison, KS"
1511,county,Alamosa County,CO,nan
1696,county,Fayette County,AL,nan
1568,county,Burnett County,WI,nan
799,county,Wayne County,TN,nan
668,county,Parke County,IN,"Terre Haute, IN"
143,county,Dade County,GA,"Chattanooga, TN-GA"
179,county,Hill County,MT,nan
2379,county,Lawrence County,AR,nan
2382,county,Lawrence County,KY,nan
893,county,Brooks County,GA,"Valdosta, GA"
788,county,Wayne County,IL,nan
3182,county,Radford City,VA,"Blacksburg-Christiansburg, VA"
3011,county,Rockcastle County,KY,nan
2236,county,Crawford County,WI,nan
762,county,Union County,FL,nan
384,county,Bates County,MO,"Kansas City, MO-KS"
1375,county,Sevier County,AR,nan
2641,county,Brunswick County,VA,nan
2883,county,Appomattox County,VA,"Lynchburg, VA"
2136,county,Bayfield County,WI,nan
1831,county,Kanabec County,MN,nan
1520,county,Ashland County,WI,nan
2472,county,Pemiscot County,MO,nan
1259,county,Neosho County,KS,nan
233,county,Leon County,TX,nan
2502,county,Richland County,IL,nan
871,county,Benton County,TN,nan
427,county,Casey County,KY,nan
2858,county,Van Buren County,AR,nan
2737,county,Jefferson County,IA,"Fairfield, IA"
2056,county,Trinity County,CA,nan
660,county,Osage County,KS,"Topeka, KS"
1197,county,Mercer County,IL,"Davenport-Moline-Rock Island, IA-IL"
822,county,Aitkin County,MN,nan
3029,county,Sequatchie County,TN,"Chattanooga, TN-GA"
2440,county,Moniteau County,MO,"Jefferson City, MO"
2736,county,Jefferson County,GA,nan
557,county,Henry County,KY,"Louisville/Jefferson County, KY-IN"
1312,county,Pawnee County,OK,"Tulsa, OK"
942,county,Clarke County,MS,"Meridian, MS"
513,county,Floyd County,IA,nan
2458,county,Nottoway County,VA,nan
990,county,Dewitt County,IL,nan
528,county,Grand County,CO,nan
1532,county,Barbour County,WV,nan
440,county,Clark County,IL,nan
1592,county,Carroll County,IL,nan
3047,county,Washington County,AL,"Mobile, AL"
517,county,Floyd County,VA,nan
2786,county,Marquette County,WI,nan
3046,county,Vermillion County,IN,"Terre Haute, IN"
2380,county,Lawrence County,IL,nan
403,county,Brown County,IN,"Indianapolis-Carmel-Anderson, IN"
1995,county,Redwood County,MN,nan
1728,county,Gooding County,ID,nan
1734,county,Grayson County,VA,nan
2413,county,Marshall County,OK,nan
3252,county,West Feliciana Parish,LA,"Baton Rouge, LA"
1359,county,Roseau County,MN,nan
1434,county,Tipton County,IN,nan
2947,county,Kingfisher County,OK,nan
2613,county,Alleghany County,VA,nan
266,county,Page County,IA,nan
621,county,Macon County,MO,nan
1801,county,Jackson Parish,LA,nan
169,county,Gulf County,FL,nan
672,county,Pecos County,TX,nan
3279,county,Williamsburg City,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
2579,county,Torrance County,NM,"Albuquerque, NM"
2316,county,Hamilton County,IA,nan
2204,county,Cleburne County,AL,nan
2806,county,Missaukee County,MI,"Cadillac, MI"
836,county,Arenac County,MI,nan
2960,county,Livingston County,MO,nan
1708,county,Fleming County,KY,nan
1812,county,Jackson County,TX,nan
2438,county,Mitchell County,NC,nan
1390,county,Sibley County,MN,nan
274,county,Pike County,IL,nan
1546,county,Bledsoe County,TN,nan
1726,county,Gogebic County,MI,nan
1844,county,Kossuth County,IA,nan
1129,county,Karnes County,TX,nan
170,county,Hale County,AL,"Tuscaloosa, AL"
130,county,Clay County,SD,"Vermillion, SD"
2703,county,Gasconade County,MO,nan
3282,county,Manassas Park City,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1256,county,Nelson County,VA,"Charlottesville, VA"
2989,county,Oglethorpe County,GA,"Athens-Clarke County, GA"
2372,county,LaSalle Parish,LA,nan
592,county,Larue County,KY,"Elizabethtown-Fort Knox, KY"
2498,county,Renville County,MN,nan
2943,county,Jeff Davis County,GA,nan
657,county,Nolan County,TX,"Sweetwater, TX"
943,county,Clarke County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
917,county,Carbon County,WY,nan
117,county,Clay County,AR,nan
643,county,Mills County,IA,"Omaha-Council Bluffs, NE-IA"
2447,county,Moultrie County,IL,nan
1487,county,Wetzel County,WV,nan
2822,county,Pendleton County,KY,"Cincinnati, OH-KY-IN"
2334,county,Harrison County,OH,nan
2521,county,San Juan County,UT,nan
2329,county,Harrison County,IA,"Omaha-Council Bluffs, NE-IA"
148,county,Dent County,MO,nan
1354,county,Reeves County,TX,"Pecos, TX"
2950,county,Las Animas County,CO,nan
1026,county,Fulton County,PA,nan
585,county,Knott County,KY,nan
723,county,Smith County,MS,nan
1114,county,Jasper County,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
2662,county,Claiborne Parish,LA,nan
899,county,Butler County,IA,nan
1550,county,Bourbon County,KS,nan
2735,county,Jefferson County,FL,"Tallahassee, FL"
1366,county,Saline County,NE,nan
3272,county,Falls Church City,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
912,county,Cannon County,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1618,county,Choctaw County,OK,nan
1182,county,Massac County,IL,"Paducah, KY-IL"
549,county,Hardy County,WV,nan
2680,county,Dickenson County,VA,nan
1577,county,Calhoun County,SC,"Columbia, SC"
431,county,Cedar County,MO,nan
116,county,Clay County,AL,nan
313,county,Rusk County,WI,nan
457,county,Craig County,OK,nan
739,county,Swain County,NC,"Cullowhee, NC"
655,county,Noble County,OH,nan
342,county,York County,NE,nan
1006,county,Estill County,KY,"Richmond-Berea, KY"
1273,county,O Brien County,IA,nan
697,county,Roane County,WV,nan
375,county,Atoka County,OK,nan
2611,county,Allamakee County,IA,nan
754,county,Trigg County,KY,"Clarksville, TN-KY"
2996,county,Pennington County,MN,nan
2275,county,Franklin County,ID,"Logan, UT-ID"
2018,county,Screven County,GA,nan
2238,county,Crockett County,TN,"Jackson, TN"
1463,county,Wadena County,MN,nan
691,county,Price County,WI,nan
2590,county,Walthall County,MS,nan
2315,county,Hamilton County,FL,nan
807,county,White County,IL,nan
1236,county,Morgan County,OH,nan
3274,county,Ketchikan Gateway Borough,AK,"Ketchikan, AK"
1506,county,Zapata County,TX,"Zapata, TX"
2697,county,Faribault County,MN,nan
587,county,Lamar County,AL,nan
331,county,Winn Parish,LA,nan
1250,county,Murray County,OK,nan
1264,county,Newton County,IN,"Chicago-Naperville-Elgin, IL-IN-WI"
1571,county,Calhoun County,FL,nan
3054,county,Washington County,IL,nan
1724,county,Glacier County,MT,nan
935,county,Chowan County,NC,nan
2813,county,Nantucket County,MA,nan
767,county,Union County,KY,nan
2165,county,Callahan County,TX,"Abilene, TX"
1234,county,Morgan County,KY,nan
2427,county,McKenzie County,ND,nan
1913,county,Madison County,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
2223,county,Converse County,WY,nan
2057,county,Trinity County,TX,nan
571,county,Izard County,AR,nan
1058,county,Greene County,MS,nan
2638,county,Breathitt County,KY,nan
160,county,Ford County,IL,nan
1912,county,Madison County,TX,nan
2044,county,Stewart County,TN,"Clarksville, TN-KY"
2222,county,Comanche County,TX,nan
1528,county,Bamberg County,SC,nan
1224,county,Monroe County,OH,nan
3276,county,Martinsville City,VA,"Martinsville, VA"
1070,county,Grundy County,TN,nan
1576,county,Calhoun County,MS,nan
1107,county,Hughes County,OK,nan
661,county,Osage County,MO,"Jefferson City, MO"
1715,county,Fremont County,ID,"Rexburg, ID"
1564,county,Buffalo County,WI,nan
121,county,Clay County,IL,nan
3174,county,Pend Oreille County,WA,nan
2237,county,Crenshaw County,AL,nan
253,county,Mono County,CA,nan
1799,county,Jackson County,KS,"Topeka, KS"
2618,county,Archuleta County,CO,nan
597,county,Lewis County,KY,nan
1209,county,Moffat County,CO,"Craig, CO"
1820,county,Johnson County,IL,"Carbondale-Marion, IL"
626,county,Mason County,IL,nan
830,county,Amelia County,VA,"Richmond, VA"
3211,county,Kodiak Island Borough,AK,nan
2143,county,Big Horn County,MT,nan
107,county,Cass County,IA,nan
229,county,Lamb County,TX,nan
2629,county,Bienville Parish,LA,nan
2547,county,Shoshone County,ID,nan
2232,county,Crawford County,MI,nan
1863,county,Lincoln County,AR,"Pine Bluff, AR"
108,county,Cass County,IL,nan
1334,county,Powell County,KY,nan
1800,county,Jackson County,KY,nan
2998,county,Perquimans County,NC,"Elizabeth City, NC"
2078,county,Webster County,KY,nan
1499,county,Wright County,IA,nan
3105,county,Mississippi County,MO,nan
3180,county,Presque Isle County,MI,nan
3195,county,Tallahatchie County,MS,nan
1098,county,Howard County,AR,nan
2873,county,Wilbarger County,TX,"Vernon, TX"
2050,county,Telfair County,GA,nan
1932,county,Millard County,UT,nan
1460,county,Vinton County,OH,nan
1616,county,Choctaw County,AL,nan
372,county,Amite County,MS,nan
1555,county,Braxton County,WV,nan
95,county,Bath County,KY,"Mount Sterling, KY"
1045,county,Goshen County,WY,nan
2160,county,Caldwell County,KY,nan
638,county,Meigs County,TN,nan
1904,county,Madison County,MO,nan
2882,county,Yalobusha County,MS,nan
2146,county,Bleckley County,GA,nan
368,county,Allen County,KS,nan
1267,county,Newton County,TX,nan
2200,county,Chippewa County,MN,nan
106,county,Camp County,TX,"Mount Pleasant, TX"
1984,county,Pulaski County,IN,nan
1228,county,Monroe County,WV,nan
600,county,Lewis County,TN,nan
1408,county,Sumter County,AL,nan
2184,county,Charlton County,GA,nan
901,county,Butler County,KY,"Bowling Green, KY"
950,county,Colfax County,NM,nan
